,account_value,date,daily_return
903,110099231.81145184,2019-08-05,-0.0328537716475962
904,111394193.88467117,2019-08-06,0.0117617721024334
905,111845157.92394727,2019-08-07,0.0040483621591895
906,113597762.7810983,2019-08-08,0.0156699216102209
907,113120614.91037604,2019-08-09,-0.004200328061405
908,111588075.7696404,2019-08-12,-0.013547832479074
909,113363472.5043778,2019-08-13,0.0159102728718298
910,110021368.43678616,2019-08-14,-0.0294813134580239
911,110697459.50289308,2019-08-15,0.006145088683344
912,110531413.32452448,2019-08-16,-0.001499999901662
913,110892531.59256332,2019-08-19,0.0032671098394316
914,109790974.58272544,2019-08-20,-0.0099335545326459
915,110939224.32460722,2019-08-21,0.0104585075981504
916,111999792.06417796,2019-08-22,0.0095598986384428
917,109982765.92310382,2019-08-23,-0.018009195409205
918,111165189.0303512,2019-08-26,0.0107509853686902
919,111043882.20061567,2019-08-27,-0.0010912303644121
920,111975355.95990162,2019-08-28,0.0083883392837718
921,113324882.98562412,2019-08-29,0.0120520003187645
922,113489834.19717078,2019-08-30,0.0014555603959245
923,112148100.2552362,2019-09-03,-0.0118225033231039
924,113369174.7609588,2019-09-04,0.0108880534127959
925,115013271.80078752,2019-09-05,0.014502152311643
926,115315136.1833872,2019-09-06,0.0026246047771125
927,114525117.61624852,2019-09-09,-0.0068509529042423
928,113244815.89386313,2019-09-10,-0.011179222069655
929,112935894.28942178,2019-09-11,-0.0027279094588388
930,114351569.4468981,2019-09-12,0.01253521005331
931,114413969.6761608,2019-09-13,0.0005456875630522
932,113337995.56419848,2019-09-16,-0.0094042197382694
933,113400561.75590228,2019-09-17,0.0005520319235605
934,113024053.4929018,2019-09-18,-0.0033201622387984
935,112841467.56388088,2019-09-19,-0.0016154608101395
936,111994269.03129384,2019-09-20,-0.0075078652456149
937,112364164.11033624,2019-09-23,0.0033028036366666
938,111898440.8050689,2019-09-24,-0.0041447672303245
