,date,account_value
530,2022-11-11,97953967.63553004
531,2022-11-14,98968762.27553004
532,2022-11-15,99151342.77553004
533,2022-11-16,102811627.37553003
534,2022-11-17,107510912.93553005
535,2022-11-18,106374101.79553004
536,2022-11-21,104595401.53553005
537,2022-11-22,101700194.07553004
538,2022-11-23,101107453.87553005
539,2022-11-24,99983198.71553005
540,2022-11-25,103509219.07553004
541,2022-11-28,107711131.45553003
542,2022-11-29,110862480.83553003
543,2022-11-30,112021287.87553003
544,2022-12-01,108317592.99553004
545,2022-12-02,113888937.61553003
546,2022-12-05,114958621.87553005
547,2022-12-06,110657099.61553003
548,2022-12-07,110700028.05553004
549,2022-12-08,109041308.65553004
550,2022-12-09,108793021.79553004
551,2022-12-12,106445047.41553004
552,2022-12-13,106698928.07553004
553,2022-12-14,106601735.43553004
554,2022-12-15,107250778.15553004
555,2022-12-16,105406438.69553004
556,2022-12-19,104579007.79553004
557,2022-12-20,103636808.31553003
558,2022-12-21,102985610.71553004
559,2022-12-22,102477094.39553005
560,2022-12-23,102450916.47553004
561,2022-12-26,99803704.21553004
562,2022-12-27,100826681.79553004
563,2022-12-28,101580894.39553005
564,2022-12-29,101793715.01553005
565,2022-12-30,101253321.17553005
566,2023-01-03,105282776.61553004
567,2023-01-04,106256217.19553004
568,2023-01-05,107145760.49553004
569,2023-01-06,105394401.67553005
570,2023-01-09,105972454.27553004
571,2023-01-10,105458149.59553003
572,2023-01-11,105661431.57553004
573,2023-01-12,104806105.21553004
574,2023-01-13,105427710.77553004
575,2023-01-16,105659600.89553005
576,2023-01-17,108027122.45553003
577,2023-01-18,109516395.93553004
578,2023-01-19,111058139.35553004
579,2023-01-27,112901692.21553005
580,2023-01-30,110807810.43553005
581,2023-01-31,111045349.27553006
582,2023-02-01,107141798.69553004
583,2023-02-02,108320369.05553003
584,2023-02-03,108250839.79553004
585,2023-02-06,109238712.21553004
586,2023-02-07,106710862.85553004
587,2023-02-08,107576809.51553003
588,2023-02-09,106682601.41553004
589,2023-02-10,106125740.27553004
590,2023-02-13,106045547.67553005
591,2023-02-14,105670699.85553004
592,2023-02-15,106274464.71553004
593,2023-02-16,106905681.15553004
594,2023-02-17,106291752.65553004
595,2023-02-20,108730069.89553005
596,2023-02-21,108211835.51553003
597,2023-02-22,105823531.21553004
598,2023-02-23,104747792.39553005
599,2023-02-24,103855024.75553004
600,2023-02-27,100656357.89553005
601,2023-02-28,101299055.63553004
602,2023-03-01,101734452.35553004
603,2023-03-02,101064569.35553004
604,2023-03-03,99430102.85553004
605,2023-03-06,98949408.03553003
606,2023-03-07,101031891.09553003
607,2023-03-08,102347242.81553003
608,2023-03-09,102826494.81553003
609,2023-03-10,103664572.45553005
610,2023-03-13,103984794.53553003
611,2023-03-14,102996372.49553004
612,2023-03-15,104249491.19553004
613,2023-03-16,102797366.61553004
614,2023-03-17,101970313.89553005
615,2023-03-20,99777246.11553004
616,2023-03-21,99958753.35553004
617,2023-03-22,100495099.59553003
618,2023-03-23,100436523.75553003
619,2023-03-24,99904129.09553003
620,2023-03-27,100081494.65553004
621,2023-03-28,100904110.41553004
622,2023-03-29,101304113.49553004
623,2023-03-30,101478379.79553004
624,2023-03-31,101287807.25553003
625,2023-04-03,102745567.29553005
626,2023-04-04,102548568.55553004
627,2023-04-05,102340069.19553003
628,2023-04-06,101077536.47553004
629,2023-04-07,100905064.29553004
630,2023-04-10,99791971.23553003
631,2023-04-11,99991719.27553004
632,2023-04-12,100181892.49553004
633,2023-04-13,99920186.51553005
634,2023-04-14,99073953.77553004
635,2023-04-17,98988215.15553004
636,2023-04-18,98880305.97553003
637,2023-04-19,98578921.85553004
638,2023-04-20,98401029.45553005
639,2023-04-21,97654080.27553004
640,2023-04-24,96273096.71553004
641,2023-04-25,95425682.99553004
642,2023-04-26,96081867.73553005
643,2023-04-27,95590983.13553004
644,2023-04-28,96802141.03553003
645,2023-05-04,94929516.45553005
646,2023-05-05,95598360.43553004
647,2023-05-08,97085904.93553004
648,2023-05-09,96990794.71553004
649,2023-05-10,96803042.05553004
650,2023-05-11,96441077.43553004
651,2023-05-12,97795931.93553004
652,2023-05-15,98151884.79553004
653,2023-05-16,97526380.51553003
654,2023-05-17,97257430.31553003
655,2023-05-18,98123956.45553003
656,2023-05-19,97927438.61553004
657,2023-05-22,97421186.51553003
658,2023-05-23,96629258.03553003
659,2023-05-24,96675483.65553004
660,2023-05-25,97241032.89553005
661,2023-05-26,96600953.65553004
662,2023-05-29,97251428.41553003
663,2023-05-30,97569264.09553003
664,2023-05-31,96970933.51553003
665,2023-06-01,96802869.61553004
666,2023-06-02,97503460.77553004
667,2023-06-05,99186844.95553005
668,2023-06-06,100022707.75553003
669,2023-06-07,100262609.71553004
670,2023-06-08,100037985.09553003
671,2023-06-09,100882749.93553004
672,2023-06-12,102040557.73553005
673,2023-06-13,102844309.55553004
674,2023-06-14,102662726.65553004
675,2023-06-15,103038097.39553005
676,2023-06-16,102953059.49553004
