,date,account_value
543,2022-11-30,81179205.7456599
544,2022-12-01,78328847.3525299
545,2022-12-02,82279884.64865491
546,2022-12-05,84120250.8350649
547,2022-12-06,80239979.8607799
548,2022-12-07,81749598.44971491
549,2022-12-08,83193785.81032492
550,2022-12-09,82048931.1228749
551,2022-12-12,78226767.5585899
552,2022-12-13,79389521.6115899
553,2022-12-14,78841979.28623989
554,2022-12-15,79350788.1416099
555,2022-12-16,79108373.6509749
556,2022-12-19,77543378.64784491
557,2022-12-20,75793146.91281989
558,2022-12-21,74823651.70515491
559,2022-12-22,74785984.79485491
560,2022-12-23,73561141.33137992
561,2022-12-26,69736343.61795992
562,2022-12-27,72130395.8646949
563,2022-12-28,72295055.6155649
564,2022-12-29,71625293.16478992
565,2022-12-30,71664357.3662099
566,2023-01-03,75640064.0327749
567,2023-01-04,75521945.0391549
568,2023-01-05,76378213.09489992
569,2023-01-06,75691309.59054491
570,2023-01-09,75475212.20668991
571,2023-01-10,75196653.58426991
572,2023-01-11,76134988.3748749
573,2023-01-12,76078982.77898991
574,2023-01-13,75958204.67348991
575,2023-01-16,76294937.55751991
576,2023-01-17,78816901.64175992
577,2023-01-18,79779508.27489492
578,2023-01-19,80661571.40230492
579,2023-01-27,81412769.35730492
580,2023-01-30,80521498.4325899
581,2023-01-31,81105804.1349599
582,2023-02-01,77775796.9180399
583,2023-02-02,78158813.29048991
584,2023-02-03,77492610.4468349
585,2023-02-06,78099616.78234491
586,2023-02-07,75542622.0986049
587,2023-02-08,76346454.33893491
588,2023-02-09,75891906.67613491
589,2023-02-10,75412775.73769489
590,2023-02-13,74205823.9317949
591,2023-02-14,74445045.2452599
592,2023-02-15,74962471.5784199
593,2023-02-16,76127188.43025991
594,2023-02-17,75885167.03367491
595,2023-02-20,78542009.3253199
596,2023-02-21,77895389.21117492
597,2023-02-22,75514963.7312849
598,2023-02-23,76003302.3720049
599,2023-02-24,74489747.44806492
600,2023-02-27,72954311.9603899
601,2023-02-28,72990458.79427491
602,2023-03-01,74611875.29380992
603,2023-03-02,73993239.4461599
604,2023-03-03,73433245.86705491
605,2023-03-06,73700271.4265399
606,2023-03-07,74918160.6579349
607,2023-03-08,75751537.1933249
608,2023-03-09,75880386.15394992
609,2023-03-10,75944811.6099699
